,k,testing_disparity,model,metric,Group 0 value,Group 1 value,diff,overall
0.0,1.0,0.6666666666666667,TestedOnlyModel,AUC,0.6766129032258065,0.5662148070907195,0.110398096135087,0.5778196525415938
0.0,1.0,0.6666666666666667,TestedOnlyModel,xAUC,0.6597323600973236,0.593778801843318,0.0659535582540056,
0.0,1.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.1140686513003663,-0.0031522153571428,0.1172208666575091,
0.0,1.0,0.6666666666666667,DCEMModel,AUC,0.5758064516129032,0.3609431120380025,0.2148633395749006,0.3809357477709348
0.0,1.0,0.6666666666666667,DCEMModel,xAUC,0.5889294403892944,0.3636712749615975,0.2252581654276968,
0.0,1.0,0.6666666666666667,DCEMModel,ROCGap,0.2144676362585034,0.0,0.2144676362585034,
0.0,1.0,0.6666666666666667,YObsModel,AUC,0.7024193548387097,0.6209245742092457,0.0814947806294639,0.6290375953672213
0.0,1.0,0.6666666666666667,YObsModel,xAUC,0.6441605839416058,0.6662826420890937,-0.0221220581474879,
0.0,1.0,0.6666666666666667,YObsModel,ROCGap,0.100062619047619,-0.0181583646666666,0.1182209837142857,
0.0,3.0,0.5,TestedOnlyModel,AUC,0.6717741935483871,0.6149924690070675,0.0567817245413195,0.6219873150105708
0.0,3.0,0.5,TestedOnlyModel,xAUC,0.6399026763990268,0.6523809523809524,-0.0124782759819256,
0.0,3.0,0.5,TestedOnlyModel,ROCGap,0.0887860217142857,-0.0320092841904761,0.1207953059047619,
0.0,3.0,0.5,DCEMModel,AUC,0.6,0.5557872784150156,0.0442127215849843,0.5599319790421914
0.0,3.0,0.5,DCEMModel,xAUC,0.60669099756691,0.5543010752688172,0.0523899222980928,
0.0,3.0,0.5,DCEMModel,ROCGap,0.0572609505986394,-0.013488962585034,0.0707499131836734,
0.0,3.0,0.5,YObsModel,AUC,0.6830645161290323,0.6225813926543854,0.0604831234746469,0.6296626528173546
0.0,3.0,0.5,YObsModel,xAUC,0.6397810218978102,0.6651305683563749,-0.0253495464585646,
0.0,3.0,0.5,YObsModel,ROCGap,0.0942470666666666,-0.0337771428571428,0.1280242095238095,
0.0,4.0,2.0,TestedOnlyModel,AUC,0.7032258064516129,0.6096976016684046,0.0935282047832083,0.6210956889419983
0.0,4.0,2.0,TestedOnlyModel,xAUC,0.6731143552311436,0.656221198156682,0.0168931570744615,
0.0,4.0,2.0,TestedOnlyModel,ROCGap,0.1254345001904762,-0.0318821413333333,0.1573166415238095,
0.0,4.0,2.0,DCEMModel,AUC,0.682258064516129,0.608029197080292,0.074228867435837,0.6147623862487361
0.0,4.0,2.0,DCEMModel,xAUC,0.6630170316301703,0.6221966205837174,0.0408204110464529,
0.0,4.0,2.0,DCEMModel,ROCGap,0.0905444579047619,-0.0159110815238095,0.1064555394285714,
0.0,4.0,2.0,YObsModel,AUC,0.6814516129032258,0.6252809639670953,0.0561706489361304,0.6315654012317309
0.0,4.0,2.0,YObsModel,xAUC,0.6434306569343066,0.6611367127496159,-0.0177060558153093,
0.0,4.0,2.0,YObsModel,ROCGap,0.1029475428571428,-0.0467661904761904,0.1497137333333333,
0.0,2.0,1.5,TestedOnlyModel,AUC,0.7967741935483871,0.6067547213532615,0.1900194721951256,0.6240463277874805
0.0,2.0,1.5,TestedOnlyModel,xAUC,0.781021897810219,0.6220430107526882,0.1589788870575308,
0.0,2.0,1.5,TestedOnlyModel,ROCGap,0.2014740798503401,-0.0115643526530612,0.2130384325034013,
0.0,2.0,1.5,DCEMModel,AUC,0.6258064516129033,0.5194531340516741,0.1063533175612291,0.5279529368508135
0.0,2.0,1.5,DCEMModel,xAUC,0.6597323600973236,0.4924731182795699,0.1672592418177537,
0.0,2.0,1.5,DCEMModel,ROCGap,0.1086473392761904,-0.0022423473142857,0.1108896865904761,
0.0,2.0,1.5,YObsModel,AUC,0.7048387096774194,0.6123160699803035,0.0925226396971158,0.6219505469252689
0.0,2.0,1.5,YObsModel,xAUC,0.6547445255474452,0.6572196620583718,-0.0024751365109265,
0.0,2.0,1.5,YObsModel,ROCGap,0.1031959523809523,-0.0106723809523809,0.1138683333333333,
0.0,0.5,0.6666666666666667,TestedOnlyModel,AUC,0.4951612903225806,0.540586258834434,-0.0454249685118533,0.537540215093299
0.0,0.5,0.6666666666666667,TestedOnlyModel,xAUC,0.4813868613138686,0.5581413210445468,-0.0767544597306782,
0.0,0.5,0.6666666666666667,TestedOnlyModel,ROCGap,0.0461192657806239,-0.0915565990279146,0.1376758648085385,
0.0,0.5,0.6666666666666667,DCEMModel,AUC,0.4532258064516129,0.3658903950874754,0.0873354113641375,0.3739222354995863
0.0,0.5,0.6666666666666667,DCEMModel,xAUC,0.4317518248175182,0.3783410138248848,0.0534108109926334,
0.0,0.5,0.6666666666666667,DCEMModel,ROCGap,0.1198040232380952,-0.0311122481537966,0.1509162713918919,
0.0,0.5,0.6666666666666667,YObsModel,AUC,0.535483870967742,0.5533078438187927,-0.0178239728510507,0.5520819928302234
0.0,0.5,0.6666666666666667,YObsModel,xAUC,0.5079075425790754,0.5734254992319509,-0.0655179566528754,
0.0,0.5,0.6666666666666667,YObsModel,ROCGap,0.0159542247619047,-0.0345989871904761,0.0505532119523809,
0.0,5.0,0.5,TestedOnlyModel,AUC,0.6887096774193548,0.6042405283281196,0.0844691490912352,0.6131353984741245
0.0,5.0,0.5,TestedOnlyModel,xAUC,0.664720194647202,0.6323348694316436,0.0323853252155583,
0.0,5.0,0.5,TestedOnlyModel,ROCGap,0.1171919047619047,-0.0327185714285714,0.1499104761904762,
0.0,5.0,0.5,DCEMModel,AUC,0.6096774193548387,0.5746379330320937,0.035039486322745,0.5770199466862763
0.0,5.0,0.5,DCEMModel,xAUC,0.6193430656934307,0.562826420890937,0.0565166448024936,
0.0,5.0,0.5,DCEMModel,ROCGap,0.0482121428571428,-0.0131638095238095,0.0613759523809523,
0.0,5.0,0.5,YObsModel,AUC,0.6580645161290323,0.6230795968022246,0.0349849193268076,0.6276404081257468
0.0,5.0,0.5,YObsModel,xAUC,0.6272506082725061,0.6552227342549923,-0.0279721259824862,
0.0,5.0,0.5,YObsModel,ROCGap,0.0890797619047619,-0.0540842857142857,0.1431640476190476,
0.0,0.25,1.5,TestedOnlyModel,AUC,0.432258064516129,0.3601320820298923,0.0721259824862367,0.3630113061862303
0.0,0.25,1.5,TestedOnlyModel,xAUC,0.435279805352798,0.4346390168970814,0.0006407884557166,
0.0,0.25,1.5,TestedOnlyModel,ROCGap,0.0706484066195682,0.0,0.0706484066195682,
0.0,0.25,1.5,DCEMModel,AUC,0.5758064516129032,0.3734445603058742,0.202361891307029,0.3766614578545822
0.0,0.25,1.5,DCEMModel,xAUC,0.564963503649635,0.5527649769585253,0.0121985266911096,
0.0,0.25,1.5,DCEMModel,ROCGap,0.1784386682521008,0.0,0.1784386682521008,
0.0,0.25,1.5,YObsModel,AUC,0.4193548387096774,0.5885760630286178,-0.1692212243189403,0.5748506296534608
0.0,0.25,1.5,YObsModel,xAUC,0.4184914841849148,0.5970046082949308,-0.178513124110016,
0.0,0.25,1.5,YObsModel,ROCGap,3.1700821428571015e-05,-0.1692794799285714,0.1693111807499999,
0.0,5.0,0.6666666666666667,TestedOnlyModel,AUC,0.6854838709677419,0.6039740470397404,0.0815098239280014,0.6113981064436069
0.0,5.0,0.6666666666666667,TestedOnlyModel,xAUC,0.6537712895377129,0.6268049155145929,0.0269663740231199,
0.0,5.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.1169547619047619,-0.035447619047619,0.1524023809523809,
0.0,5.0,0.6666666666666667,DCEMModel,AUC,0.5854838709677419,0.6011702004402735,-0.0156863294725315,0.5992554462726354
0.0,5.0,0.6666666666666667,DCEMModel,xAUC,0.5874695863746958,0.5951612903225807,-0.0076917039478848,
0.0,5.0,0.6666666666666667,DCEMModel,ROCGap,0.0185140476190476,-0.034187096,0.0527011436190476,
0.0,5.0,0.6666666666666667,YObsModel,AUC,0.6524193548387097,0.6267639902676398,0.0256553645710698,0.6304072065447192
0.0,5.0,0.6666666666666667,YObsModel,xAUC,0.6291970802919709,0.6532258064516129,-0.024028726159642,
0.0,5.0,0.6666666666666667,YObsModel,ROCGap,0.0834371428571428,-0.0577761904761904,0.1412133333333333,
0.0,0.5,1.0,TestedOnlyModel,AUC,0.4370967741935483,0.5214111922141119,-0.0843144180205635,0.514909458589944
0.0,0.5,1.0,TestedOnlyModel,xAUC,0.433941605839416,0.5304915514592934,-0.0965499456198773,
0.0,0.5,1.0,TestedOnlyModel,ROCGap,0.0238103990068027,-0.1082221027619047,0.1320325017687074,
0.0,0.5,1.0,DCEMModel,AUC,0.414516129032258,0.3613370408990847,0.0531790881331733,0.3664307381193124
0.0,0.5,1.0,DCEMModel,xAUC,0.3939172749391727,0.3764208909370199,0.0174963840021527,
0.0,0.5,1.0,DCEMModel,ROCGap,0.1079357134458874,-0.0490009523809523,0.1569366658268398,
0.0,0.5,1.0,YObsModel,AUC,0.5169354838709678,0.5451859575947167,-0.0282504737237488,0.5434966449122162
0.0,0.5,1.0,YObsModel,xAUC,0.4962287104622871,0.5645161290322581,-0.068287418569971,
0.0,0.5,1.0,YObsModel,ROCGap,0.0134802380952381,-0.0409147014761904,0.0543949395714285,
0.0,5.0,1.5,TestedOnlyModel,AUC,0.7056451612903226,0.610972077395435,0.0946730838948876,0.6202775990440298
0.0,5.0,1.5,TestedOnlyModel,xAUC,0.6665450121654501,0.6446236559139785,0.0219213562514716,
0.0,5.0,1.5,TestedOnlyModel,ROCGap,0.1328238095238095,-0.0381519047619047,0.1709757142857143,
0.0,5.0,1.5,DCEMModel,AUC,0.6532258064516129,0.6150040551500405,0.0382217513015723,0.619266476698226
0.0,5.0,1.5,DCEMModel,xAUC,0.6469586374695864,0.6270353302611367,0.0199233072084497,
0.0,5.0,1.5,DCEMModel,ROCGap,0.0584516823809523,-0.0202461904761904,0.0786978728571428,
0.0,5.0,1.5,YObsModel,AUC,0.6782258064516129,0.6237400069516857,0.0544857994999271,0.6297913411159114
0.0,5.0,1.5,YObsModel,xAUC,0.6463503649635036,0.6547619047619048,-0.0084115397984011,
0.0,5.0,1.5,YObsModel,ROCGap,0.1057218217142857,-0.0512304761904761,0.1569522979047619,
0.0,4.0,0.6666666666666667,TestedOnlyModel,AUC,0.6919354838709677,0.6181554860386977,0.0737799978322699,0.6257468517326961
0.0,4.0,0.6666666666666667,TestedOnlyModel,xAUC,0.6682481751824818,0.6428571428571429,0.0253910323253389,
0.0,4.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.1044619047619047,-0.0306693653333333,0.1351312700952381,
0.0,4.0,0.6666666666666667,DCEMModel,AUC,0.6419354838709678,0.616232186305179,0.0257032975657888,0.6174372644544536
0.0,4.0,0.6666666666666667,DCEMModel,xAUC,0.6478102189781022,0.6033794162826421,0.04443080269546,
0.0,4.0,0.6666666666666667,DCEMModel,ROCGap,0.0504314057142857,-0.0243495238095238,0.0747809295238095,
0.0,4.0,0.6666666666666667,YObsModel,AUC,0.6717741935483871,0.6282817749971035,0.0434924185512836,0.6331464288997151
0.0,4.0,0.6666666666666667,YObsModel,xAUC,0.6300486618004866,0.6636712749615975,-0.0336226131611109,
0.0,4.0,0.6666666666666667,YObsModel,ROCGap,0.094195,-0.0507042857142857,0.1448992857142857,
0.0,0.25,2.0,TestedOnlyModel,AUC,0.4080645161290323,0.3557872784150156,0.0522772377140166,0.3599963231914698
0.0,0.25,2.0,TestedOnlyModel,xAUC,0.4414841849148418,0.4155913978494623,0.0258927870653795,
0.0,0.25,2.0,TestedOnlyModel,ROCGap,0.085579069956337,0.0,0.085579069956337,
0.0,0.25,2.0,DCEMModel,AUC,0.6072580645161291,0.3632371683466574,0.2440208961694716,0.363287066825995
0.0,0.25,2.0,DCEMModel,xAUC,0.5602189781021898,0.5373271889400921,0.0228917891620976,
0.0,0.25,2.0,DCEMModel,ROCGap,0.1872959859381589,0.0,0.1872959859381589,
0.0,0.25,2.0,YObsModel,AUC,0.4435483870967742,0.5845904298459043,-0.14104204274913,0.5723228237889512
0.0,0.25,2.0,YObsModel,xAUC,0.4385644768856447,0.5886328725038402,-0.1500683956181954,
0.0,0.25,2.0,YObsModel,ROCGap,0.0014499247692307,-0.1424180952380952,0.143868020007326,
0.0,10.0,0.6666666666666667,TestedOnlyModel,AUC,0.6741935483870968,0.627262194415479,0.0469313539716177,0.63276955602537
0.0,10.0,0.6666666666666667,TestedOnlyModel,xAUC,0.6515815085158151,0.6533794162826421,-0.0017979077668269,
0.0,10.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.1029052380952381,-0.0559741238095238,0.1588793619047619,
0.0,10.0,0.6666666666666667,DCEMModel,AUC,0.6459677419354839,0.6329741629011701,0.0129935790343137,0.6353984741244599
0.0,10.0,0.6666666666666667,DCEMModel,xAUC,0.6288321167883212,0.6544546850998464,-0.0256225683115252,
0.0,10.0,0.6666666666666667,DCEMModel,ROCGap,0.0773685714285714,-0.0643568902857142,0.1417254617142857,
0.0,10.0,0.6666666666666667,YObsModel,AUC,0.6741935483870968,0.627262194415479,0.0469313539716177,0.63276955602537
0.0,10.0,0.6666666666666667,YObsModel,xAUC,0.6515815085158151,0.6533794162826421,-0.0017979077668269,
0.0,10.0,0.6666666666666667,YObsModel,ROCGap,0.1029052380952381,-0.0559741238095238,0.1588793619047619,
0.0,2.0,0.6666666666666667,TestedOnlyModel,AUC,0.7629032258064516,0.5884833738848337,0.1744198519216179,0.6056255170511996
0.0,2.0,0.6666666666666667,TestedOnlyModel,xAUC,0.7506082725060828,0.612826420890937,0.1377818516151457,
0.0,2.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.1937861904761905,-0.0193530275670995,0.21313921804329,
0.0,2.0,0.6666666666666667,DCEMModel,AUC,0.6169354838709677,0.5059436913451512,0.1109917925258165,0.5133376229432852
0.0,2.0,0.6666666666666667,DCEMModel,xAUC,0.6377128953771289,0.4736559139784946,0.1640569813986343,
0.0,2.0,0.6666666666666667,DCEMModel,ROCGap,0.1115042309523809,-9.904761904761868e-05,0.1116032785714285,
0.0,2.0,0.6666666666666667,YObsModel,AUC,0.707258064516129,0.6097091878113776,0.0975488767047514,0.6203695192572847
0.0,2.0,0.6666666666666667,YObsModel,xAUC,0.6642335766423357,0.6550691244239631,0.0091644522183725,
0.0,2.0,0.6666666666666667,YObsModel,ROCGap,0.1190023047619047,-0.0214714285714285,0.1404737333333333,
0.0,0.5,2.0,TestedOnlyModel,AUC,0.4927419354838709,0.5715907774301935,-0.0788488419463225,0.5659619450317125
0.0,0.5,2.0,TestedOnlyModel,xAUC,0.4659367396593674,0.5981566820276498,-0.1322199423682824,
0.0,0.5,2.0,TestedOnlyModel,ROCGap,0.0159779025142857,-0.094818958895238,0.1107968614095238,
0.0,0.5,2.0,DCEMModel,AUC,0.4201612903225806,0.3548140424052833,0.0653472479172973,0.3607960290467873
0.0,0.5,2.0,DCEMModel,xAUC,0.4080291970802919,0.3705837173579109,0.037445479722381,
0.0,0.5,2.0,DCEMModel,ROCGap,0.0814769152380952,-0.0131423809523809,0.0946192961904762,
0.0,0.5,2.0,YObsModel,AUC,0.4653225806451613,0.5792028733634573,-0.113880292718296,0.5697950179244415
0.0,0.5,2.0,YObsModel,xAUC,0.4412408759124087,0.5986175115207373,-0.1573766356083285,
0.0,0.5,2.0,YObsModel,ROCGap,0.003852619047619,-0.1177276735238095,0.1215802925714285,
0.0,0.3333333333333333,1.5,TestedOnlyModel,AUC,0.4459677419354839,0.3395666782528096,0.1064010636826742,0.3492048901553451
0.0,0.3333333333333333,1.5,TestedOnlyModel,xAUC,0.4521897810218978,0.4834869431643625,-0.0312971621424646,
0.0,0.3333333333333333,1.5,TestedOnlyModel,ROCGap,0.113076492743047,0.0,0.113076492743047,
0.0,0.3333333333333333,1.5,DCEMModel,AUC,0.5790322580645161,0.3685667941142393,0.2104654639502767,0.3792536078683702
0.0,0.3333333333333333,1.5,DCEMModel,xAUC,0.560948905109489,0.5542242703533026,0.0067246347561864,
0.0,0.3333333333333333,1.5,DCEMModel,ROCGap,0.1779697779663865,0.0,0.1779697779663865,
0.0,0.3333333333333333,1.5,YObsModel,AUC,0.4274193548387097,0.5950643030935002,-0.1676449482547905,0.581202316389374
0.0,0.3333333333333333,1.5,YObsModel,xAUC,0.4182481751824817,0.6062211981566821,-0.1879730229742003,
0.0,0.3333333333333333,1.5,YObsModel,ROCGap,0.0003769047619047,-0.1667768346870748,0.1671537394489796,
0.0,0.25,0.5,TestedOnlyModel,AUC,0.3887096774193548,0.3556830031282586,0.0330266742910962,0.3596837944664031
0.0,0.25,0.5,TestedOnlyModel,xAUC,0.4121654501216545,0.4428571428571428,-0.0306916927354883,
0.0,0.25,0.5,TestedOnlyModel,ROCGap,0.0671420612346109,-0.0004828571428571,0.067624918377468,
0.0,0.25,0.5,DCEMModel,AUC,0.5741935483870968,0.3766886803383154,0.1975048680487814,0.3721573674050923
0.0,0.25,0.5,DCEMModel,xAUC,0.5642335766423358,0.561136712749616,0.0030968638927197,
0.0,0.25,0.5,DCEMModel,ROCGap,0.1685491486446886,0.0,0.1685491486446886,
0.0,0.25,0.5,YObsModel,AUC,0.4580645161290322,0.5966168462518827,-0.1385523301228504,0.5853571100284952
0.0,0.25,0.5,YObsModel,xAUC,0.4490267639902676,0.6089861751152074,-0.1599594111249397,
0.0,0.25,0.5,YObsModel,ROCGap,0.0007017967095238,-0.1392795238095238,0.1399813205190476,
